POA;Aeroporto Internacional de Porto Alegre-Salgado Filho;Brasil;-29.9935;-51.1754
GRU;Aeroporto Internacional de São Paulo/Guarulhos;Brasil;-23.431944;-46.469444
LHR;Aeroporto de Londres - Heathrow;Inglaterra;+51.4775;-0.461389
